Begrotingsjaar,Uitgaven Ontvangsten Verplichtingen,Begrotingsnummer,Naam Begroting ,Artikel nummer,Artikel,Stand ontwerpbegroting,Stand vastgestelde begroting,Stand eerste suppletoire,Stand tweede suppletoire,Realisatie
2019,U,IXB,Financi?n,3,Financ. act. Publiek-Private sector,294050,294050,1144312,1735110,1693064
2019,V,IXB,Financi?n,3,Financ. act. Publiek-Private sector,15708,15708,959495,1456293,1414355
2019,O,IXB,Financi?n,4,Internationale Fin. Betrekkingen,15257,15257,12040,7323,6828
2019,U,IXB,Financi?n,4,Internationale Fin. Betrekkingen,359220,359220,363119,363150,363829
2019,V,IXB,Financi?n,4,Internationale Fin. Betrekkingen,2274076,2274076,3286033,3277032,1628248
2019,O,IXB,Financi?n,5,Exportkrediet- en investeringsverzekering,256172,256172,218297,173297,166594
2019,U,IXB,Financi?n,5,Exportkrediet- en investeringsverzekering,83444,83444,205244,206896,198506
2019,V,IXB,Financi?n,5,Exportkrediet- en investeringsverzekering,10015244,10015244,10015244,4016896,4761921
2019,U,IXB,Financi?n,6,BTW-Compensatiefonds,3225010,3225010,3227182,3453875,3422490
2019,V,IXB,Financi?n,6,BTW-Compensatiefonds,3225010,3225010,3227182,3453875,3422490
2019,O,IXB,Financi?n,9,Douane,605,605,605,605,990
2019,U,IXB,Financi?n,9,Douane,416151,416151,416151,400502,391518
2019,V,IXB,Financi?n,9,Douane,416151,416151,416151,407502,393473
2019,U,IXB,Financi?n,10,Nog onverdeeld,98411,98411,112684,0,0
2019,V,IXB,Financi?n,10,Nog onverdeeld,77956,77956,122729,0,0
2019,O,IXB,Financi?n,21,Centraal Apparaat,52953,52953,53468,48812,53560
2019,U,IXB,Financi?n,21,Centraal Apparaat,256491,256491,256362,259495,254814
2019,V,IXB,Financi?n,21,Centraal Apparaat,256491,256491,256362,259495,266444
2019,O,J,Deltafonds,1,Investeren in waterveiligheid,165848,165848,160764,204439,205107
2019,U,J,Deltafonds,1,Investeren in waterveiligheid,407172,407172,376571,529289,509245
2019,V,J,Deltafonds,1,Investeren in waterveiligheid,287975,287975,386201,371224,278012
2019,O,J,Deltafonds,2,Investeren in zoetwatervoorziening,3000,3000,3000,0,6893
2019,U,J,Deltafonds,2,Investeren in zoetwatervoorziening,25244,25244,40010,8571,6434
2019,V,J,Deltafonds,2,Investeren in zoetwatervoorziening,24655,24655,38556,9583,8420
2019,U,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",180288,180288,181493,194658,194722
2019,V,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",148802,148802,189178,186039,179822
2019,U,J,Deltafonds,4,Experimenteren cf. art. III Deltawet,32467,32467,39660,25859,20920
2019,V,J,Deltafonds,4,Experimenteren cf. art. III Deltawet,11548,11548,18535,22924,21159
2019,O,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,0,0,29935,29935,29937
2019,U,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,313272,313272,320088,317170,316039
2019,V,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,312072,312072,306115,332609,316288
2019,O,J,Deltafonds,6,Bijdragen andere begrotingen Rijk,874038,874038,869547,877365,877365
2019,O,J,Deltafonds,7,Investeren in Waterkwaliteit,0,0,371,448,452
2019,U,J,Deltafonds,7,Investeren in Waterkwaliteit,84443,84443,105795,36640,28408
2019,V,J,Deltafonds,7,Investeren in Waterkwaliteit,112564,112564,149105,45343,30520
2019,U,V,Buitenlandse Zaken,41,Versterkte internationale rechtsorde,123487,123487,128581,129233,129197
2019,V,V,Buitenlandse Zaken,41,Versterkte internationale rechtsorde,105487,105487,123155,130136,143657
2019,O,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,1242,1242,1242,227,227
2019,U,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,291000,291000,292831,261851,247238
2019,V,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,275449,275449,263194,256644,240018
2019,O,V,Buitenlandse Zaken,43,Effectieve Europese Samenwerking,383929,383929,52558,45835,679510
2019,U,V,Buitenlandse Zaken,43,Effectieve Europese Samenwerking,8745255,8745255,8641271,8596973,9307566
2019,V,V,Buitenlandse Zaken,43,Effectieve Europese Samenwerking,8520360,8520360,8416376,8382803,9259317
2019,O,V,Buitenlandse Zaken,44,Consulaire dienstverlening en uitdragen Nederlandse waarden,47890,47890,51749,56656,53445
2019,U,V,Buitenlandse Zaken,44,Consulaire dienstverlening en uitdragen Nederlandse waarden,50306,50306,69198,71930,63223
2019,V,V,Buitenlandse Zaken,44,Consulaire dienstverlening en uitdragen Nederlandse waarden,51762,51762,67555,75149,70038
2019,O,V,Buitenlandse Zaken,45,Geheim,0,0,0,3003,3003
2019,U,V,Buitenlandse Zaken,46,Nog onverdeeld,25868,25868,1379,0,0
2019,V,V,Buitenlandse Zaken,46,Nog onverdeeld,25868,25868,1379,0,0
2019,O,V,Buitenlandse Zaken,47,Apparaat,26450,26450,46450,67676,68993
2019,U,V,Buitenlandse Zaken,47,Apparaat,740740,740740,815895,813597,805205
2019,V,V,Buitenlandse Zaken,47,Apparaat,763776,763776,818895,813597,805205
2019,O,VI,Justitie en Veiligheid,31,Politie,500,500,2942,14469,14145
2019,U,VI,Justitie en Veiligheid,31,Politie,6041402,6054002,6260664,6303513,6306609
2019,V,VI,Justitie en Veiligheid,31,Politie,6032749,6045349,6252011,6294860,6294120
2019,O,VI,Justitie en Veiligheid,32,Rechtspleging en rechtsbijstand,181992,181992,166888,196192,196364
2019,U,VI,Justitie en Veiligheid,32,Rechtspleging en rechtsbijstand,1497644,1497644,1585568,1577194,1574732
2019,V,VI,Justitie en Veiligheid,32,Rechtspleging en rechtsbijstand,1497644,1497644,1585568,1577194,1597033
2019,O,VI,Justitie en Veiligheid,33,Veiligheid en criminaliteitsbestrijding,1200408,1200408,1194624,1143524,1074176
2019,U,VI,Justitie en Veiligheid,33,Veiligheid en criminaliteitsbestrijding,729731,868481,929578,857643,849257
2019,V,VI,Justitie en Veiligheid,33,Veiligheid en criminaliteitsbestrijding,729731,868481,929578,857643,902541
2019,O,VI,Justitie en Veiligheid,34,Straffen en beschermen,97740,97740,96119,99619,97351
2019,U,VI,Justitie en Veiligheid,34,Straffen en beschermen,2686793,2686793,2839271,2908577,2904553
2019,V,VI,Justitie en Veiligheid,34,Straffen en beschermen,2686793,2686793,2839271,2908577,2916406
2019,O,VI,Justitie en Veiligheid,36,Contraterrorisme en nationaal veiligheidsbeleid,2000,2000,2000,2000,568
2019,U,VI,Justitie en Veiligheid,36,Contraterrorisme en nationaal veiligheidsbeleid,271971,272471,275210,262746,256921
2019,V,VI,Justitie en Veiligheid,36,Contraterrorisme en nationaal veiligheidsbeleid,271971,272471,275210,262746,246699
2019,O,VI,Justitie en Veiligheid,37,Migratie,96800,96800,182299,231553,229027
2019,U,VI,Justitie en Veiligheid,37,Migratie,1063580,1063580,1257790,1287115,1277149
2019,V,VI,Justitie en Veiligheid,37,Migratie,1063580,1063580,1257790,1287115,1256020
2019,O,VI,Justitie en Veiligheid,91,Apparaat kerndepartement,21124,21124,21446,21446,33871
2019,U,VI,Justitie en Veiligheid,91,Apparaat kerndepartement,434493,434493,469923,477822,489477
2019,V,VI,Justitie en Veiligheid,91,Apparaat kerndepartement,434493,434493,475247,483146,475446
2019,U,VI,Justitie en Veiligheid,92,Nog onverdeeld,9394,19394,32048,171168,0
2019,V,VI,Justitie en Veiligheid,92,Nog onverdeeld,9394,19394,32048,171168,0
2019,O,VI,Justitie en Veiligheid,93,Geheim,0,0,0,0,10
2019,U,VI,Justitie en Veiligheid,93,Geheim,3051,3051,3051,3051,3574
2019,V,VI,Justitie en Veiligheid,93,Geheim,3051,3051,3051,3051,3574
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,21965,21965,21965,21510,21590
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,59323,59323,60795,57330,56472
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,59323,59323,60795,66003,66807
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Nationale veiligheid,13214,13214,14714,14714,15306
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Nationale veiligheid,274253,274253,284906,297331,296971
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Nationale veiligheid,274253,274253,284906,297331,308373
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,3,Woningmarkt,521000,521000,490277,523235,459522
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,3,Woningmarkt,4104213,4104213,4114026,4131682,4069601
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,3,Woningmarkt,4104088,4104088,4113901,4131557,4040201
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,4,Energietransitie gebouwde omgeving en bouwkwaliteit,91,91,91,91,270
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,4,Energietransitie gebouwde omgeving en bouwkwaliteit,209008,286508,264303,200640,206163
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,4,Energietransitie gebouwde omgeving en bouwkwaliteit,78008,155508,133303,167140,245813
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,5,Ruimtelijke ordening en omgevingswet,3824,3824,7574,17464,16740
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,5,Ruimtelijke ordening en omgevingswet,102919,102919,112203,122337,123230
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,5,Ruimtelijke ordening en omgevingswet,94897,94897,105251,115385,113294
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Overheidsdienstverlening en informatiesamenleving,1609,1609,423,7885,18419
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Overheidsdienstverlening en informatiesamenleving,174479,174479,180203,173772,170827
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Overheidsdienstverlening en informatiesamenleving,174479,174479,180203,173772,159454
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,520,520,520,1547,2108
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,33427,33427,41705,41482,41061
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,33427,33427,41705,41482,35758
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,99782,99782,99782,127681,127681
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,117329,117329,120018,120578,118271
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,117329,117329,120018,120578,118271
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,17432,17432,61798,76222,78343
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,399997,401397,446391,468719,467234
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,399997,401397,446391,468719,476442
2019,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,0,0,13101,13101,13145
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,6558,6558,29266,76691,66964
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,6558,6558,29266,76691,68482
2019,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nog onverdeeld,0,0,29851,0,0
2019,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nog onverdeeld,0,0,29851,0,0
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,8661,8661,12261,22596,29049
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,11302361,11302361,11656187,11801438,11759120
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,11302400,11302400,11714327,11903958,12054624
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7391,7391,7391,10560,8855
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,8611856,8611856,8866628,9027992,9009949
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,8681647,8681647,9166604,9378924,9533455
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3000,3000,4000,4000,3875
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4576976,4596476,4676875,4661476,4654063
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4519526,4539026,5264160,5249211,5275175
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,1213,2913,3563,3998
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,3277742,3277742,3391601,3400378,3399821
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,3258567,3258567,3484196,3525874,3552945
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,16,16,16,9
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4898729,4898729,5127716,5132784,5132352
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4928814,4928814,5300468,5445507,5422362
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,99,99,121
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,12785,12785,12905,12913,12678
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,12785,12785,13375,12583,12426
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,9000,9000,9000,9000,8307
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,168555,168555,172212,173969,172073
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,168559,168559,172216,173973,178784
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,893224,893224,885248,885248,914341
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,5602726,5583226,5547695,5399637,5317390
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,5602726,5583226,5547695,5399637,5317390
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,3657,3657,4043,4043,3463
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,93071,93071,80381,80381,76013
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,93071,93071,80381,80381,76013
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,238734,238734,231866,231866,245727
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,6649,6649,12831,12831,12831
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,6649,6649,12831,12831,12831
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,494,494,494,3887,4376
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,967703,967703,967738,967337,960734
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,589734,589734,464259,696652,564102
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,163000,163000,149854,149854,172003
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,960829,1000829,1013434,1016563,1038789
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,960829,1000829,1013434,1016563,1126387
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,101,101,101,1375
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,1228371,1228371,1235554,1251330,1250760
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,1179678,1179678,1189220,1202936,1154701
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,150,150
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,15880,15880,16807,12691,12540
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,6643,6643,5796,4915,4305
2019,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,567,1886,1980
2019,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,259975,259975,268502,269609,266317
2019,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,259975,259975,268502,269609,266515
2019,O,X,Defensie,1,Opdracht Inzet,6707,6707,6707,7557,11140
2019,U,X,Defensie,1,Opdracht Inzet,199488,199488,247569,239974,167502
2019,V,X,Defensie,1,Opdracht Inzet,171739,171739,219820,212225,149074
2019,O,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,20429,20429,20429,54124,60599
2019,U,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,842097,842097,855588,949065,948942
2019,V,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,842097,842097,855588,975365,977958
2019,O,X,Defensie,3,Taakuitvoering Landstrijdkrachten,6432,6432,6432,6432,13380
2019,U,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1427287,1427287,1378299,1469378,1497067
2019,V,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1427287,1427287,1378299,1531870,1571278
2019,O,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,12043,12043,12043,12043,13799
2019,U,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,799984,799984,811638,859031,873248
2019,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,799984,799984,811638,1340031,967155
2019,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4587,4587,4587,12216,12478
2019,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,405344,405344,421831,459766,460387
2019,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,405344,405344,421831,466766,459737
2019,O,X,Defensie,6,Investeringen Krijgsmacht,123056,123056,124556,127006,110797
2019,U,X,Defensie,6,Investeringen Krijgsmacht,2839964,2839964,2859237,2680636,2523053
2019,V,X,Defensie,6,Investeringen Krijgsmacht,5115563,5115563,5134836,5485943,4266773
2019,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,32406,32406,43970,78970,80177
2019,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,932220,932220,929905,1048992,1071290
2019,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,932220,932220,929905,1231700,1156092
2019,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,80988,80988,80988,80988,89784
2019,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1279776,1279776,1330959,1400549,1393756
2019,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1279776,1279776,1330959,1456000,1401191
2019,U,X,Defensie,9,Algemeen,105779,105779,107917,108268,93785
2019,V,X,Defensie,9,Algemeen,105779,105779,107917,108268,103992
2019,O,X,Defensie,9,Algemeen,0,0,0,825,893
2019,O,X,Defensie,10,Centraal apparaat,25045,25045,25792,13249,13362
2019,U,X,Defensie,10,Centraal apparaat,1626034,1626034,1610421,1683383,1675816
2019,V,X,Defensie,10,Centraal apparaat,1626034,1626034,1610421,1683383,1682781
2019,U,X,Defensie,11,Geheime uitgaven,7586,7586,8664,16674,14617
2019,V,X,Defensie,11,Geheime uitgaven,7586,7586,8664,16674,14617
2019,U,X,Defensie,12,Nominaal en onvoorzien,11494,11494,319808,0,0
2019,V,X,Defensie,12,Nominaal en onvoorzien,11494,11494,319808,0,0
2019,O,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,0,0,12465,12465,12050
2019,U,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,45362,45362,54519,52768,48421
2019,V,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,30755,30755,44213,42763,41220
2019,O,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,4450,4450,4450,3221,3202
2019,U,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,41436,41436,40660,34054,34025
2019,V,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,26820,26820,31869,33185,25560
2019,O,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,6782,6782,7004,5862,4041
2019,U,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,49917,93317,112610,117345,98715
2019,V,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,33587,76987,98022,135651,126324
2019,O,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,0,0,750,750,249
2019,U,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,13157,13157,33785,30571,31659
2019,V,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,11497,11497,32631,32517,30714
2019,O,XII,Infrastructuur en Waterstaat,17,Luchtvaart,1365,1365,1225,1487,1631
2019,U,XII,Infrastructuur en Waterstaat,17,Luchtvaart,27329,27329,31122,29619,28695
2019,V,XII,Infrastructuur en Waterstaat,17,Luchtvaart,40424,40424,51149,39345,37066
2019,O,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,0,0,0,457,427
2019,U,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,38555,38555,38777,57866,57139
2019,V,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,6070,6070,30934,35823,35641
2019,O,XII,Infrastructuur en Waterstaat,19,Uitvoering milieubeleid en internationaal,0,0,3500,6933,5780
2019,U,XII,Infrastructuur en Waterstaat,19,Uitvoering milieubeleid en internationaal,46164,46164,53261,57297,55891
2019,V,XII,Infrastructuur en Waterstaat,19,Uitvoering milieubeleid en internationaal,44302,44302,50634,55620,54909
2019,O,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,0,0,0,893,2136
2019,U,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,27603,27603,26684,36517,36862
2019,V,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,24825,24825,23606,41504,32038
2019,O,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,0,0,0,142,171
2019,U,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,27462,49962,34951,32840,29867
2019,V,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,27673,50173,35383,75186,74157
2019,O,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,250,250,250,250,1
2019,U,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,33802,33802,32150,31066,30339
2019,V,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,29349,29349,25430,25456,21788
2019,U,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",52786,52786,52786,55319,55242
2019,V,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",53728,53728,53728,56261,55852
2019,U,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,108072,108072,118072,134798,134798
2019,V,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,108072,108072,118072,134798,134798
2019,U,XII,Infrastructuur en Waterstaat,25,Bijdrage BDU,899965,899965,932721,955609,955610
2019,V,XII,Infrastructuur en Waterstaat,25,Bijdrage BDU,898544,898544,898466,946517,952739
2019,U,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,7795954,7795954,7466828,6009398,6010410
2019,V,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,7795954,7795954,7466828,6006323,6010410
2019,O,XII,Infrastructuur en Waterstaat,97,Algemeen departement,1101,1101,1901,2049,944
2019,U,XII,Infrastructuur en Waterstaat,97,Algemeen departement,62073,62073,91226,99041,79742
2019,V,XII,Infrastructuur en Waterstaat,97,Algemeen departement,50214,50214,71376,139492,142070
2019,O,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,5430,5430,12081,18801,21274
2019,U,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,299115,299115,312463,328995,317541
2019,V,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,293059,293059,299707,318751,329738
2019,U,XII,Infrastructuur en Waterstaat,99,Nog onverdeeld,-15992,-15992,195734,0,0
2019,V,XII,Infrastructuur en Waterstaat,99,Nog onverdeeld,-15973,-15973,195753,0,0
2019,O,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,31062,31062,31934,7708,19559
2019,U,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,196389,196389,200660,251836,251492
2019,V,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,197060,197060,209709,267035,265347
2019,O,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame,113157,113157,124490,119791,121961
2019,U,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame,889968,937668,975006,923486,913165
2019,V,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame,2087514,2135414,2197964,2233663,1745131
2019,O,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,28500,28500,28500,34062,33448
2019,U,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,181977,177977,263498,263700,124308
2019,V,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,149275,145275,234408,228717,132206
2019,O,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,2232211,2232211,2320085,2433099,2390399
2019,U,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,2799175,2878275,2888550,2960256,2925027
2019,V,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,10605329,10686729,10691347,11809095,10752857
2019,O,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,1749491,1749491,1720797,1105110,862757
2019,U,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,140471,140471,247393,833081,825005
2019,V,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,140111,140111,247033,833081,834537
2019,O,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),25426,25426,25426,24971,26426
2019,U,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),278382,278382,287971,309088,298069
2019,V,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),278382,278382,287971,309088,298069
2019,U,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld (EZK),0,0,46951,0,0
2019,V,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld (EZK),0,0,46951,0,0
2019,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Concurrerende, duurzame, veilige agro-, visserij- en voedsel",39950,39950,55904,77711,78112
2019,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Concurrerende, duurzame, veilige agro-, visserij- en voedsel",622720,646620,748311,755165,745627
