knelpunt_nummer,knelpunt_naam,knelpunt_omschrijving,rapport_nummer,rapport_naam,rapport_bestandsnaam,maatregel_nummer,maatregel_naam,toelichting_budgettair_effect,budgettair_effect_structureel,range_maximum
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,122,Gezamenlijke cap aftrekbeperkingen,Nader te bepalen,-, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,123,Effectievere CFC-maatregel,Nader te bepalen,-, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,124,Eenzijdige neerwaartse correctie verrekenprijs achterwege laten, ,0.15, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,125,Afschrijvingsbeperking bij laagbelaste vermogensoverdrachten binnen concern, ,0, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,126,Renteaftrek beperken; aanscherping earningsstripping, ,0.3, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,127,Renteaftrek deelnemingen beperken; netto deelnemingsvrijstelling (reparatie Bosal-gat), ,0.1, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,128,"Uitbreiden aftrekbeperking artikel 10a naar royalty’s, lease en huur",Nader te bepalen, , 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,129,Aftrekbeperking laagbelaste betalingen binnen concern, ,0.05, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,130,CFC op actieve inkomsten,Nader te bepalen,-, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,131,Niet-conditionele bronheffingen op rente en royalty's, ,0.05, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,132,"Eigen vermogen-eis 8c, geen 'safe harbours' meer", ,0, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,133,Unilaterale digitaledienstenbelasting (DDB), ,0.4, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,134,Heffing die samenhangt met werkgelegenheid,Nader te bepalen,-, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,135,Verlaging hoge tarief vennootschapsbelasting, ,0.7, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,136,Tariefsverlaging innovatiebox, ,0.07, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,137,Temporisering aftrek liquidatie- en stakingsverliezen, ,0.01, 
5, Het belasten van winst wordt (nationaal) steeds lastiger,"De vennootschapsbelasting (Vpb) is een belangrijk onderdeel van het belasten van kapitaalinkomen (winst). Voor met name grote bedrijven geldt dat zij in hun keuzes gevoelig tonen  voor de hoogte en vormgeving van de Vpb. De afgelopen jaren is er toenemende aandacht geweest voor het thema belastingontwijking, vanuit de indruk dat sommige bedrijven niet altijd hun steentje bijdragen. Door trends zoals globalisering, het belang van intellectueel eigendom en digitalisering neemt de ruimte voor nationaal beleid af.",11, Op weg naar balans in de vennootschapsbelasting (Advies Commissie Belastingheffing van multinationals),11. Rapport+Adviescommissie+ter+Haar.pdf,138,Afschaffen aftrekverbod aan- en verkoopkosten deelneming,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,38,Vliegbelasting tarieven verdubbelen, ,0.415, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,39,Vliegbelasting per vliegtuig, ,0.2,0.4
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,40,Afschaffen teruggaaf BPM en vrijstelling MRB voor overheidsvoertuigen, ,0.086, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,41,Introduceren BPM met CO2-grondslag voor bestelauto’s van particulieren en ondernemers , ,0.8, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,42,MRB bestelauto’s meer in evenwicht met personenauto’s, ,1.4, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,43,Afschaffen leeftijdsgrens van 12 jaar fijnstoftoeslag MRB bestelauto’s , ,0, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,44,Invoering stikstoftoeslag en verhoging fijnstoftoeslag in MRB voor dieselpersonenauto’s en dieselbestelauto’s, ,0.375, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,45,Accijnsverhoging op fossiele brandstoffen, ,0.691, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,46,Accijns op kerosine voor intra-EU vluchten, ,0.55, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,47,BTW op vliegtickets, ,0.1, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,48,Invoeren CO2-component in de grondslag van de MRB, ,0, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,49,Verlaagd accijnstarief op hernieuwbare brandstoffen,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,50,In internationaal verband pleiten voor afschaffen accijnsvrijstelling binnenvaart,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,51,In internationaal verband pleiten voor afschaffen accijnsvrijstelling zeevaart,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,52,Invoeren houderschapsbelasting (MRB) op bromfietsen, ,0.05,0.1
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,53,Aanpassen onbelaste vergoeding voor woon-werkverkeer, ,0.1, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,54,Vrijstelling elektrisch varen, ,0, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,55,Verhoging leeftijdstoepassing youngtimerregeling, ,0.003, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,56,CO2-belasting industrie (lage tarifering), ,0.1, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,57,CO2-belasting industrie (hoge tarifering),Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,58,Energiebelasting minder degressief ,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,59,Afbouwen vrijstelling energiebelasting op elektriciteit voor metallurgische processen, ,0.02, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,60,Afbouwen vrijstelling energiebelasting op aardgas voor metallurgische processen, ,0.025, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,61,Afbouwen vrijstelling energiebelasting op aardgas voor mineralogische processen, ,0.015, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,62,"Uitbreiding MIA/Vamil (ook van invloed op mobiliteit, landbouw en gebouwde omgeving)", ,-0.03, 
